id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,late_delivery,late,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,unit_cost,manufacturing_site,first_line_designation,weight_kilograms,freight_cost_usd,freight_cost_groups,line_item_insurance_usd
47536,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,10,800,80,0.8,,Inverness Japan,Yes,5,767.63,reasonable,1.32
62801,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,86843,577505.95,6.65,0.22,,"Aurobindo Unit III, India",Yes,8106,10748.78,expensive,952.88
47625,South Africa,PMO - US,Direct Drop,DDP,Air,1,Yes,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,54247,424211.54,7.82,0.26,,"Cipla, Goa, India",Yes,3728,3646.13,reasonable,914.6
54271,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,2500,244200,97.68,0.98,,Inverness Japan,Yes,568,5631.87,expensive,526.5
29427,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3696,24948,6.75,0.22,,Mylan (formerly Matrix) Nashik,Yes,314,4885.33,reasonable,53.79
61111,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,B&C GROUP S.A.,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,502,18072,36,0.3,,"Janssen-Cilag, Latina, IT",Yes,119,923.18,reasonable,18.58
64589,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,MICRO LABS LIMITED,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,252,504,2,0.07,,"Micro labs, Verna, Goa, India",Yes,9,1026.15,reasonable,0.62
40214,Rwanda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,28869,577380,20,0.67,,Mylan (formerly Matrix) Nashik,Yes,3865,5678.36,expensive,593.55
36842,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,9308,828412,89,0.89,,"Alere Medical Co., Ltd.",Yes,3778,59767.71,expensive,1024.75
28656,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,691,25567,37,0.31,,Cipla Ltd A-42 MIDC Mahar. IN,Yes,191,1703.62,reasonable,55.12
30274,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4000,400000,100,1,,"Alere Medical Co., Ltd.",Yes,1740,24069.99,expensive,494.8
27664,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,45632,210819.84,4.62,0.15,,Hetero Unit III Hyderabad IN,Yes,4539,22271.36,expensive,216.72
14803,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,9720,14677.2,1.51,0.01,,"Aurobindo Unit III, India",Yes,4365,,,15.09
77677,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,5000,28700,5.74,0.19,,Mylan (formerly Matrix) Nashik,Yes,449,2865.22,reasonable,29.5
63956,Namibia,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2910,13444.2,4.62,0.15,,Hetero Unit III Hyderabad IN,Yes,352,2429.39,reasonable,13.82
65323,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,53239,431235.9,8.1,0.13,,"Cipla, Goa, India",Yes,7696,33442.63,expensive,533.44
530,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,18359.04,13.66,0.46,,Mylan (formerly Matrix) Nashik,Yes,1537,13507.92,expensive,29.37
4947,Senegal,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit, 36 Tests","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit",ImmunoComb,N/A,Test kit,36,80,6800,85,2.36,,INVERNESS ORGENICS LINE,Yes,33,812,reasonable,13.33
49076,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,39045,320559.45,8.21,0.14,,Hetero Unit III Hyderabad IN,Yes,5092,7312.6,expensive,396.53
65238,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,7527,184411.5,24.5,24.5,,"KHB Test Kit Facility, Shanghai China",Yes,5020,78813.53,expensive,189.58
41578,Zimbabwe,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,1500,46230,30.82,0.1,0.08,ABBVIE (Abbott) Logis. UK,Yes,1374,15509.16,expensive,64.81
20321,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,331,4220.25,12.75,0.21,,Mylan (formerly Matrix) Nashik,Yes,2951,7211.04,expensive,5.92
76374,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,N/A,Test kit,1,20481,501784.5,24.5,24.5,,"KHB Test Kit Facility, Shanghai China",Yes,13656,139951.34,expensive,620.71
5857,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,4327,302890,70,0.7,,Inverness Japan,Yes,986,26574.61,expensive,484.62
45,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16667,60834.55,3.65,0.06,,"Aurobindo Unit III, India",Yes,1478,6212.41,expensive,
2808,Ethiopia,PMO - US,Direct Drop,EXW,Air,1,Yes,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,35065,54350.75,1.55,0.03,,"Aurobindo Unit III, India",Yes,2318,6755.81,expensive,86.96
20560,Ghana,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,448,2661.12,5.94,0.1,,ABBVIE Ludwigshafen Germany,Yes,63,1317.82,reasonable,2.74
66374,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,116000,327120,2.82,0.05,,"Strides, Bangalore, India.",Yes,7193,8559.24,expensive,705.27
9874,Vietnam,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,240,1680,7,0.12,,"BMS Meymac, France",Yes,52,1516.05,reasonable,3.29
28190,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,100000,730000,7.3,0.12,,"Aurobindo Unit III, India",Yes,5177,10405.58,expensive,1204.5
29725,Haiti,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,26010,273105,10.5,0.35,,"Aurobindo Unit VII, IN",Yes,3619,10101.17,expensive,280.75
59704,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,5590,11850.8,2.12,0.01,,"Aurobindo Unit III, India",Yes,2068,3961.69,reasonable,19.55
535,Tanzania,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,2597,61470.99,23.67,0.79,,"BMS Meymac, France",Yes,117,645.1,reasonable,98.35
43430,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,105707,725150.02,6.86,0.23,,"Cipla, Goa, India",Yes,7092,7704.77,expensive,1196.5
42038,Kenya,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,7888,631040,80,0.8,,Inverness Japan,Yes,1357,12965.93,expensive,1360.52
10085,Ethiopia,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,9325,251775,27,1.35,,Chembio Diagnostics Sys. Inc.,Yes,3061,15288.75,expensive,493.48
80872,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,1400,28700,20.5,0.82,,"Standard Diagnostics, Korea",Yes,469,5463.16,expensive,35.5
81050,Uganda,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63652,203049.88,3.19,0.11,,"Strides, Bangalore, India.",Yes,3963,12961.76,expensive,251.17
78526,Cameroon,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,62219,520773.03,8.37,0.14,,"Cipla, Goa, India",Yes,8297,60840.32,expensive,730.12
70236,Guatemala,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,175,41553.18,237.45,1.98,,Roche Basel,Yes,31,566.56,reasonable,68.56
80072,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,34900,63169,1.81,0.03,0.02,"Micro labs, Verna, Goa, India",Yes,1588,11413.52,expensive,78.14
28210,Tanzania,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,64980,214434,3.3,0.11,,"Aurobindo Unit III, India",Yes,5578,18826.62,expensive,300.64
19177,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,4400,352000,80,0.8,,"Alere Medical Co., Ltd.",Yes,1033,24728.57,expensive,435.42
52206,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,300,2712,9.04,0.15,,ABBVIE Ludwigshafen Germany,Yes,44,1075.54,reasonable,5.85
64452,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,384,956.16,2.49,0.04,,Hetero Unit III Hyderabad IN,Yes,30,1180.73,reasonable,1.18
18155,Sudan,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,58,1856,32,1.6,,"Trinity Biotech, Plc",Yes,19,594.51,reasonable,3.06
58556,South Africa,PMO - US,Direct Drop,DDP,Ocean,0,No,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,70942,321367.26,4.53,0.15,,"Aurobindo Unit III, India",Yes,6090,11203.81,expensive,692.87
60,Zambia,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2800,115080,41.1,0.34,,ABBVIE Ludwigshafen Germany,Yes,643,,,
3781,Botswana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,20,7000,350,3.5,,"Pacific Biotech, Thailand",Yes,48,684.42,reasonable,13.72
44092,Guyana,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test - Ancillary,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Buffer Only, 20 Tests","HIV 1/2, Stat-Pak Buffer Only",Stat-Pak,N/A,Test kit - Ancillary,1,40,100,2.5,2.5,,Chembio Diagnostics Sys. Inc.,Yes,2,281.61,reasonable,0.16
38662,Malawi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,246,19680,80,0.8,,"Alere Medical Co., Ltd.",Yes,114,3278.11,reasonable,27.59
27049,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,17447,80605.14,4.62,0.15,,Hetero Unit III Hyderabad IN,Yes,1825,10790.63,expensive,82.86
29880,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,15400,27720,1.8,0.03,,Hetero Unit III Hyderabad IN,Yes,2486,3775.5,reasonable,32.63
48640,Burundi,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,N/A,Test kit,30,594,16394.4,27.6,0.92,,Chembio Diagnostics Sys. Inc.,Yes,63,877.52,reasonable,19.3
68846,Uganda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,112,10080,90,0.75,,"Aspen-OSD, Port Elizabeth, SA",Yes,16,1000.94,reasonable,19.76
26192,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,18616,188952.4,10.15,0.34,,Mylan (formerly Matrix) Nashik,Yes,2101,4384.01,reasonable,194.24
52617,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2800,14980,5.35,0.18,,"Aurobindo Unit VII, IN",Yes,273,2964.49,reasonable,21
7638,Tanzania,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,12560,516216,41.1,0.34,,ABBVIE Ludwigshafen Germany,Yes,3073,12815.42,expensive,1011.78
18316,Zimbabwe,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,14164,131725.2,9.3,0.1,,"Strides, Bangalore, India.",Yes,884,8280.73,expensive,135.41
391,Cote d'Ivoire,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,N/A,Test kit,40,476,36176,76,1.9,0.9,Bio-Rad Laboratories,Yes,509,5446.51,expensive,57.88
2328,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1680,117600,70,0.7,,Inverness Japan,Yes,382,3241.06,reasonable,230.5
26250,Kenya,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2000,64000,32,1.6,,"Trinity Biotech, Plc",Yes,682,7258.89,expensive,125.44
64553,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,Aurobindo Pharma Limited,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,14000,203000,14.5,0.48,,"Aurobindo Unit III, India",Yes,1428,9061.84,expensive,251.11
74465,Haiti,PMO - US,Direct Drop,FCA,Air,0,No,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,200,1900,9.5,0.16,,"BMS Meymac, France",Yes,94,757.42,reasonable,3.14
1820,Haiti,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,1123,78610,70,0.7,,Inverness Japan,Yes,257,2851.72,reasonable,154.08
63537,Nigeria,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,6133,545837,89,0.89,,"Alere Medical Co., Ltd.",Yes,2483,31306.65,expensive,561.12
29071,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,17240,131886,7.65,0.13,,Hetero Unit III Hyderabad IN,Yes,1496,2480.22,reasonable,184.9
49907,Malawi,PMO - US,Direct Drop,EXW,Ocean,0,No,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,60000,689400,11.49,0.38,,Mylan (formerly Matrix) Nashik,Yes,6778,15020.21,expensive,852.79
46323,Ghana,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2286,3451.86,1.51,0.01,0.009,"Aurobindo Unit III, India",Yes,972,7719,expensive,3.55
40620,Mozambique,PMO - US,Direct Drop,EXW,Air,1,Yes,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,2591,201320.7,77.7,0.78,,Inverness Japan,Yes,994,12838.85,expensive,332.18
4,Cote d'Ivoire,PMO - US,Direct Drop,FCA,Air,0,No,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,500,40000,80,0.8,,ABBVIE GmbH & Co.KG Wiesbaden,Yes,171,1653.78,reasonable,
37037,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,42336,195592.32,4.62,0.15,,Hetero Unit III Hyderabad IN,Yes,4601,28788.73,expensive,201.07
56962,Mozambique,PMO - US,Direct Drop,EXW,Ocean,0,No,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,7400,236800,32,1.6,,"Trinity Biotech, Plc",Yes,2471,33872.84,expensive,390.72
67057,Rwanda,PMO - US,Direct Drop,EXW,Air,0,No,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1891,151280,80,0.8,,"Alere Medical Co., Ltd.",Yes,766,14125.63,expensive,155.52
34028,Rwanda,PMO - US,Direct Drop,CIP,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4500,11655,2.59,0.04,,Hetero Unit III Hyderabad IN,Yes,277,1393.42,reasonable,22.84
1283,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,95500,144205,1.51,0.03,,"Strides, Bangalore, India.",Yes,9170,42453.21,expensive,
34459,Vietnam,PMO - US,Direct Drop,EXW,Air,0,No,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7760,59364,7.65,0.13,,Hetero Unit III Hyderabad IN,Yes,675,1587.92,reasonable,83.23
